上櫃股票行情(含等價、零股、盤後、鉅額交易)
Data Date:106/08/18
代號,名稱,收盤 ,漲跌,開盤 ,最高 ,最低,均價 ,成交股數  ,成交金額(元),成交筆數 ,最後買價,最後賣價,發行股數 ,次日參考價 , 次日漲停價 ,次日跌停價
"006201","元大富櫃50","12.92","-0.06 ","12.79","12.93","12.79","12.92","56,000","723,560","12","12.92","12.95","22,446,000","12.92","14.21","11.63"
"00679B","元大美債20年","39.98","+0.28","39.96","39.98","39.94","39.96","1,852,052","74,007,991","29","39.96","39.98","640,692,000","39.98","43.97","35.99"
"00687B","國泰20年美債","41.33","+0.30","41.42","41.42","41.30","41.32","242,000","10,000,530","19","41.30","41.33","117,787,000","41.33","45.46","37.20"
"00694B","富邦美債1-3","40.31","+0.06","40.39","40.39","40.31","40.31","1,202,000","48,452,780","9","40.31","40.32","5,576,000","40.31","44.34","36.28"
"00695B","富邦美債7-10","40.28","+0.16","40.37","40.37","40.28","40.28","1,256,000","50,591,780","12","40.28","40.29","6,186,000","40.28","44.30","36.26"
"00696B","富邦美債20年","40.72","+0.27","40.71","40.72","40.69","40.70","1,353,000","55,069,130","16","40.72","40.73","4,681,000","40.72","44.79","36.65"
"00697B","元大美債7-10","39.78","+0.11","39.76","39.84","39.76","39.82","1,810,000","72,073,810","14","39.78","39.83","12,212,000","39.78","43.75","35.81"
"1258","其祥-KY","32.95","-0.25 ","33.20","33.35","32.70","33.10","17,150","567,687","14","32.95","33.00","36,816,458","32.95","36.20","29.70"
"1259","安心","86.00","+0.30","85.90","86.20","85.40","85.81","8,042","690,044","13","85.60","86.20","32,389,500","86.00","94.60","77.40"
"1264","德麥","221.00","-0.50 ","221.50","221.50","221.00","221.09","62,600","13,839,998","45","221.00","221.50","33,695,970","221.00","243.00","199.00"
"1333","恩得利","3.86","+0.07","3.58","3.86","3.58","3.73","14,251","53,222","8","3.75","3.86","61,515,375","3.86","4.24","3.48"
"1336","台翰","17.00","-0.15 ","17.10","17.20","16.85","17.02","331,000","5,633,800","136","17.00","17.10","62,765,292","17.00","18.70","15.30"
"1565","精華","662.00","+19.00","643.00","672.00","641.00","661.68","1,705,829","1,128,716,627","1,517","661.00","664.00","50,416,516","662.00","728.00","596.00"
"1566","捷邦","15.60","-0.20 ","15.80","15.80","15.55","15.61","77,000","1,202,350","45","15.60","15.70","66,467,028","15.60","17.15","14.05"
"1569","濱川","37.10","+0.10","36.60","37.20","36.45","36.87","778,320","28,694,240","493","37.10","37.15","100,717,736","37.10","40.80","33.40"
"1570","力肯","14.40","+0.10","14.40","14.40","14.20","14.27","57,193","816,209","24","14.25","14.40","51,500,839","14.40","15.80","13.00"
"1580","新麥","160.00","-0.50 ","159.50","161.00","158.00","159.70","78,100","12,472,650","70","160.00","161.00","48,531,634","160.00","176.00","144.00"
"1584","精剛","12.05","-0.15 ","12.10","12.10","11.95","12.01","232,108","2,788,601","87","12.00","12.05","82,470,533","12.05","13.25","10.85"
"1586","和勤","32.55","+1.75","31.00","32.55","30.85","31.73","2,771,834","87,958,658","1,162","32.55","32.60","70,430,388","32.55","35.80","29.30"
"1591","駿吉-KY","35.50","+0.50","34.80","35.50","34.50","35.02","99,032","3,467,885","65","35.50","35.55","30,149,825","35.50","39.05","31.95"
"1593","祺驊","40.10","0.00 ","40.00","40.10","39.85","39.94","19,003","759,070","14","39.85","40.10","30,305,649","40.10","44.10","36.10"
"1595","川寶","65.90","-1.00 ","65.40","66.80","65.30","65.97","42,832","2,825,777","40","65.90","66.20","40,621,820","65.90","72.40","59.40"
"1597","直得","66.20","+6.00","60.20","66.20","59.50","64.23","10,187,408","654,364,871","5,731","66.20","0.00","62,045,489","66.20","72.80","59.60"
"1599","宏佳騰","51.70","-0.10 ","51.80","51.80","51.20","51.60","107,480","5,546,014","90","51.70","51.80","51,727,599","51.70","56.80","46.55"
"1742","台蠟","10.60","+0.30","10.50","11.10","10.35","10.63","196,001","2,082,610","87","10.60","10.75","72,240,524","10.60","11.65","9.54"
"1752","南光","38.80","0.00 ","38.80","39.25","38.60","38.89","109,561","4,261,065","80","38.80","38.90","100,988,472","38.80","42.65","34.95"
"1777","生泰","86.70","0.00 ","86.80","86.80","86.70","86.77","3,009","261,078","4","86.50","86.70","30,059,550","86.70","95.30","78.10"
"1781","合世","13.00","+1.15","11.95","13.00","11.90","12.79","175,571","2,246,173","111","13.00","0.00","47,407,605","13.00","14.30","11.70"
"1784","訊聯","27.40","-0.40 ","27.50","27.50","27.10","27.29","80,321","2,192,131","65","27.40","27.45","49,688,924","27.40","30.10","24.70"
"1785","光洋科","14.10","-0.15 ","14.20","14.20","13.95","14.04","1,571,764","22,074,846","403","14.05","14.10","405,532,346","14.10","15.50","12.70"
"1787","福盈科","23.40","+0.05","23.20","23.80","23.20","23.49","119,000","2,795,650","65","23.45","23.55","72,004,504","23.40","25.70","21.10"
"1788","杏昌","93.00","+0.60","92.90","94.00","92.50","93.78","22,400","2,100,620","22","92.70","93.80","35,000,000","93.00","102.00","83.70"
"1795","美時","50.80","-1.20 ","51.40","51.50","50.20","50.75","978,000","49,636,400","690","50.80","50.90","238,491,744","50.80","55.80","45.75"
"1799","易威","23.15","+0.50","23.20","23.60","22.90","23.13","145,429","3,363,367","99","23.15","23.20","83,902,678","23.15","25.45","20.85"
"1813","寶利徠","21.10","+0.05","20.80","21.15","20.80","21.08","14,000","295,150","12","21.10","21.15","46,635,510","21.10","23.20","19.00"
"1815","富喬","15.85","+0.35","15.20","16.00","15.05","15.72","15,177,492","238,622,394","4,029","15.80","15.85","437,259,726","15.85","17.40","14.30"
"2035","唐榮"," ---","--- ","---","---","---","46.81","0","0","0","45.80","46.50","350,000,000","46.50","51.10","41.85"
"2061","風青","10.55","0.00 ","10.55","10.55","10.30","10.44","45,000","469,900","20","10.50","10.55","62,075,076","10.55","11.60","9.50"
"2063","世鎧"," ---","--- ","---","---","---","28.05","0","0","0","27.85","28.10","45,000,000","28.00","30.80","25.20"
"2064","晉椿","17.25","+0.15","17.25","17.25","17.25","17.25","10,251","176,792","2","17.10","17.25","70,000,000","17.25","18.95","15.55"
"2065","世豐","27.05","-0.05 ","27.25","27.45","27.00","27.08","59,000","1,597,700","36","27.20","27.40","32,679,220","27.05","29.75","24.35"
"2066","世德","100.00","-1.50 ","101.50","101.50","99.80","100.32","58,050","5,823,650","50","100.00","100.50","36,502,870","100.00","110.00","90.00"
"2067","嘉鋼","11.55","-0.15 ","10.90","11.95","10.90","11.65","33,068","385,232","22","11.55","11.95","36,866,177","11.55","12.70","10.40"
"2221","大甲","25.70","+0.20","25.50","25.85","25.50","25.65","156,000","4,001,550","105","25.70","25.80","42,425,000","25.70","28.25","23.15"
"2230","泰茂","13.35","+0.25","13.05","13.35","12.90","13.07","40,832","533,582","26","12.90","13.35","39,617,338","13.35","14.65","12.05"
